accuracy,loss,val_accuracy,val_loss,learning_rate
0.14897260069847107,3.1094491481781006,0.3870967626571655,1.8353854417800903,9.999999747378752e-05
0.22431506216526031,2.6314423084259033,0.5064516067504883,1.581634521484375,9.999999747378752e-05
0.27397260069847107,2.421363115310669,0.5548387169837952,1.3423974514007568,9.999999747378752e-05
0.32705479860305786,2.158898115158081,0.5612903237342834,1.317223072052002,9.999999747378752e-05
0.3504566252231598,2.0829944610595703,0.6064516305923462,1.2179781198501587,9.999999747378752e-05
0.3864155113697052,1.9676474332809448,0.6129032373428345,1.1992099285125732,9.999999747378752e-05
0.40125569701194763,1.8640910387039185,0.6838709712028503,1.0723587274551392,9.999999747378752e-05
0.4155251085758209,1.8086135387420654,0.6419354677200317,1.080680251121521,9.999999747378752e-05
0.4440639317035675,1.7553656101226807,0.6709677577018738,1.014917016029358,9.999999747378752e-05
0.4783104956150055,1.604935646057129,0.6741935610771179,1.0435131788253784,9.999999747378752e-05
0.48515981435775757,1.5858992338180542,0.6967741847038269,0.9528483748435974,9.999999747378752e-05
0.509132444858551,1.470578908920288,0.7193548679351807,0.8872504234313965,9.999999747378752e-05
0.5085616707801819,1.489285945892334,0.725806474685669,0.7995796203613281,9.999999747378752e-05
0.5097032189369202,1.4406170845031738,0.7516129016876221,0.7740373611450195,9.999999747378752e-05
0.5656392574310303,1.362371563911438,0.7451612949371338,0.7840321063995361,9.999999747378752e-05
0.5656392574310303,1.3198033571243286,0.774193525314331,0.775584876537323,9.999999747378752e-05
0.5627853870391846,1.3228542804718018,0.7709677219390869,0.7289629578590393,9.999999747378752e-05
0.5890411138534546,1.2505303621292114,0.7838709950447083,0.6757407188415527,9.999999747378752e-05
0.5924657583236694,1.219675898551941,0.7870967984199524,0.626541018486023,9.999999747378752e-05
0.615867555141449,1.135328769683838,0.7870967984199524,0.6245242953300476,9.999999747378752e-05
0.6238584518432617,1.1404978036880493,0.7838709950447083,0.6294698715209961,9.999999747378752e-05
0.625,1.1193063259124756,0.8032258152961731,0.5593334436416626,9.999999747378752e-05
0.6426940560340881,1.0438522100448608,0.8064516186714172,0.5649157762527466,9.999999747378752e-05
0.6558219194412231,1.021142601966858,0.7870967984199524,0.6211456060409546,9.999999747378752e-05
0.6358447670936584,1.0331002473831177,0.7935484051704407,0.5491657257080078,9.999999747378752e-05
0.663241982460022,1.0104643106460571,0.8064516186714172,0.5858725309371948,9.999999747378752e-05
0.6797945499420166,0.9615665078163147,0.8225806355476379,0.5199657082557678,9.999999747378752e-05
0.681506872177124,0.917073130607605,0.85161292552948,0.480433851480484,9.999999747378752e-05
0.6740867495536804,0.9800204634666443,0.8483871221542358,0.5122674107551575,9.999999747378752e-05
0.698630154132843,0.8841698169708252,0.8548387289047241,0.4720049500465393,9.999999747378752e-05
0.7031963467597961,0.9063559174537659,0.8451613187789917,0.4862615764141083,9.999999747378752e-05
0.6923515796661377,0.8847246766090393,0.8580645322799683,0.47693583369255066,9.999999747378752e-05
0.7043378949165344,0.8440762162208557,0.8354838490486145,0.4358709156513214,9.999999747378752e-05
0.7151826620101929,0.8193443417549133,0.8451613187789917,0.4050235152244568,9.999999747378752e-05
0.7243150472640991,0.7969107031822205,0.8645161390304565,0.4251827001571655,9.999999747378752e-05
0.7363013625144958,0.7824706435203552,0.8903225660324097,0.36929675936698914,9.999999747378752e-05
0.753995418548584,0.7524065971374512,0.9032257795333862,0.35169586539268494,9.999999747378752e-05
0.7602739930152893,0.7346658110618591,0.8870967626571655,0.36848220229148865,9.999999747378752e-05
0.7522830963134766,0.7377227544784546,0.8870967626571655,0.35017797350883484,9.999999747378752e-05
0.7654109597206116,0.6985698938369751,0.9064516425132751,0.327186644077301,9.999999747378752e-05
0.7728310227394104,0.6682160496711731,0.8774193525314331,0.4188533127307892,9.999999747378752e-05
0.780251145362854,0.6370265483856201,0.8806451559066772,0.37229037284851074,9.999999747378752e-05
0.7642694115638733,0.6856709122657776,0.8645161390304565,0.35640567541122437,9.999999747378752e-05
0.7859588861465454,0.6359832882881165,0.8709677457809448,0.36613914370536804,9.999999747378752e-05
0.7728310227394104,0.6358612179756165,0.9032257795333862,0.3174104392528534,9.999999747378752e-05
0.7956621050834656,0.6020202040672302,0.8999999761581421,0.2961009740829468,9.999999747378752e-05
0.7979452013969421,0.585417628288269,0.8935483694076538,0.3025040030479431,9.999999747378752e-05
0.8047945499420166,0.5807847380638123,0.9161290526390076,0.2757697105407715,9.999999747378752e-05
0.8025113940238953,0.5791107416152954,0.9161290526390076,0.2873588800430298,9.999999747378752e-05
0.8053653240203857,0.5867676138877869,0.9193548560142517,0.286062091588974,9.999999747378752e-05
